ID,Procedure,Description,MapLayers,UnitID
TOT_ECOL3_83,TO BE DETERMINED,Eastern Great Lakes Lowlands,TO BE DETERMINED,percent
TOT_ECOL3_82,TO BE DETERMINED,Acadian Plains and Hills,TO BE DETERMINED,percent
TOT_ECOL3_81,TO BE DETERMINED,Sonoran Desert,TO BE DETERMINED,percent
TOT_ECOL3_80,TO BE DETERMINED,Northern Basin and Range,TO BE DETERMINED,percent
TOT_ECOL3_8,TO BE DETERMINED,Southern and Baja California Pine-Oak Mountains,TO BE DETERMINED,percent
TOT_ECOL3_79,TO BE DETERMINED,Madrean Archipelago,TO BE DETERMINED,percent
TOT_ECOL3_78,TO BE DETERMINED,Klamath Mountains,TO BE DETERMINED,percent
TOT_ECOL3_77,TO BE DETERMINED,North Cascades,TO BE DETERMINED,percent
TOT_ECOL3_76,TO BE DETERMINED,Southern Florida Coastal Plain,TO BE DETERMINED,percent
TOT_ECOL3_75,TO BE DETERMINED,Southern Coastal Plain,TO BE DETERMINED,percent
TOT_ECOL3_74,TO BE DETERMINED,Mississippi Valley Loess Plains,TO BE DETERMINED,percent
TOT_ECOL3_73,TO BE DETERMINED,Mississippi Alluvial Plain,TO BE DETERMINED,percent
TOT_ECOL3_72,TO BE DETERMINED,Interior River Valleys and Hills,TO BE DETERMINED,percent
TOT_ECOL3_71,TO BE DETERMINED,Interior Plateau,TO BE DETERMINED,percent
TOT_ECOL3_70,TO BE DETERMINED,Western Allegheny Plateau,TO BE DETERMINED,percent
TOT_ECOL3_7,TO BE DETERMINED,Central California Valley,TO BE DETERMINED,percent
TOT_ECOL3_69,TO BE DETERMINED,Central Appalachians,TO BE DETERMINED,percent
TOT_ECOL3_68,TO BE DETERMINED,Southwestern Appalachians,TO BE DETERMINED,percent
TOT_ECOL3_67,TO BE DETERMINED,Ridge and Valley,TO BE DETERMINED,percent
TOT_ECOL3_66,TO BE DETERMINED,Blue Ridge,TO BE DETERMINED,percent
TOT_ECOL3_65,TO BE DETERMINED,Southeastern Plains,TO BE DETERMINED,percent
TOT_ECOL3_64,TO BE DETERMINED,Northern Piedmont,TO BE DETERMINED,percent
TOT_ECOL3_63,TO BE DETERMINED,Middle Atlantic Coastal Plain,TO BE DETERMINED,percent
TOT_ECOL3_62,TO BE DETERMINED,North Central Appalachians,TO BE DETERMINED,percent
TOT_ECOL3_61,TO BE DETERMINED,Erie Drift Plain,TO BE DETERMINED,percent
TOT_ECOL3_60,TO BE DETERMINED,Northern Allegheny Plateau,TO BE DETERMINED,percent
TOT_ECOL3_6,TO BE DETERMINED,"California Coastal Sage, Chaparral, and Oak Woodlands",TO BE DETERMINED,percent
TOT_ECOL3_59,TO BE DETERMINED,Northeastern Coastal Zone,TO BE DETERMINED,percent
TOT_ECOL3_58,TO BE DETERMINED,Northern Appalachian and Atlantic Maritime Highlands,TO BE DETERMINED,percent
TOT_ECOL3_57,TO BE DETERMINED,Huron/Erie Lake Plains,TO BE DETERMINED,percent
TOT_ECOL3_56,TO BE DETERMINED,Southern Michigan/Northern Indiana Drift Plains,TO BE DETERMINED,percent
TOT_ECOL3_55,TO BE DETERMINED,Eastern Corn Belt Plains,TO BE DETERMINED,percent
TOT_ECOL3_54,TO BE DETERMINED,Central Corn Belt Plains,TO BE DETERMINED,percent
TOT_ECOL3_53,TO BE DETERMINED,Southeastern Wisconsin Till Plains,TO BE DETERMINED,percent
TOT_ECOL3_52,TO BE DETERMINED,Driftless Area,TO BE DETERMINED,percent
TOT_ECOL3_51,TO BE DETERMINED,North Central Hardwood Forests,TO BE DETERMINED,percent
TOT_ECOL3_50,TO BE DETERMINED,Northern Lakes and Forests,TO BE DETERMINED,percent
TOT_ECOL3_5,TO BE DETERMINED,Sierra Nevada,TO BE DETERMINED,percent
TOT_ECOL3_49,TO BE DETERMINED,Northern Minnesota Wetlands,TO BE DETERMINED,percent
TOT_ECOL3_48,TO BE DETERMINED,Lake Manitoba and Lake Agassiz Plain,TO BE DETERMINED,percent
TOT_ECOL3_47,TO BE DETERMINED,Western Corn Belt Plains,TO BE DETERMINED,percent
TOT_ECOL3_46,TO BE DETERMINED,Aspen Parkland/Northern Glaciated Plains,TO BE DETERMINED,percent
TOT_ECOL3_45,TO BE DETERMINED,Piedmont,TO BE DETERMINED,percent
TOT_ECOL3_44,TO BE DETERMINED,Nebraska Sand Hills,TO BE DETERMINED,percent
TOT_ECOL3_43,TO BE DETERMINED,Northwestern Great Plains,TO BE DETERMINED,percent
TOT_ECOL3_42,TO BE DETERMINED,Northwestern Glaciated Plains,TO BE DETERMINED,percent
TOT_ECOL3_41,TO BE DETERMINED,Canadian Rockies,TO BE DETERMINED,percent
TOT_ECOL3_40,TO BE DETERMINED,Central Irregular Plains,TO BE DETERMINED,percent
TOT_ECOL3_4,TO BE DETERMINED,Cascades,TO BE DETERMINED,percent
TOT_ECOL3_39,TO BE DETERMINED,Ozark Highlands,TO BE DETERMINED,percent
TOT_ECOL3_38,TO BE DETERMINED,Boston Mountains,TO BE DETERMINED,percent
TOT_ECOL3_37,TO BE DETERMINED,Arkansas Valley,TO BE DETERMINED,percent
TOT_ECOL3_36,TO BE DETERMINED,Ouachita Mountains,TO BE DETERMINED,percent
TOT_ECOL3_35,TO BE DETERMINED,South Central Plains,TO BE DETERMINED,percent
TOT_ECOL3_34,TO BE DETERMINED,Western Gulf Coastal Plain,TO BE DETERMINED,percent
TOT_ECOL3_33,TO BE DETERMINED,East Central Texas Plains,TO BE DETERMINED,percent
TOT_ECOL3_32,TO BE DETERMINED,Texas Blackland Prairies,TO BE DETERMINED,percent
TOT_ECOL3_31,TO BE DETERMINED,Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,TO BE DETERMINED,percent
TOT_ECOL3_30,TO BE DETERMINED,Edwards Plateau,TO BE DETERMINED,percent
TOT_ECOL3_3,TO BE DETERMINED,Willamette Valley,TO BE DETERMINED,percent
TOT_ECOL3_29,TO BE DETERMINED,Cross Timbers,TO BE DETERMINED,percent
TOT_ECOL3_28,TO BE DETERMINED,Flint Hills,TO BE DETERMINED,percent
TOT_ECOL3_27,TO BE DETERMINED,Central Great Plains,TO BE DETERMINED,percent
TOT_ECOL3_26,TO BE DETERMINED,Southwestern Tablelands,TO BE DETERMINED,percent
TOT_ECOL3_25,TO BE DETERMINED,High Plains,TO BE DETERMINED,percent
TOT_ECOL3_24,TO BE DETERMINED,Chihuahuan Desert,TO BE DETERMINED,percent
TOT_ECOL3_23,TO BE DETERMINED,Arizona/New Mexico Mountains,TO BE DETERMINED,percent
TOT_ECOL3_22,TO BE DETERMINED,Arizona/New Mexico Plateau,TO BE DETERMINED,percent
TOT_ECOL3_21,TO BE DETERMINED,Southern Rockies,TO BE DETERMINED,percent
TOT_ECOL3_20,TO BE DETERMINED,Colorado Plateaus,TO BE DETERMINED,percent
TOT_ECOL3_2,TO BE DETERMINED,Strait of Georgia/Puget Lowland,TO BE DETERMINED,percent
TOT_ECOL3_19,TO BE DETERMINED,Wasatch and Uinta Mountains,TO BE DETERMINED,percent
TOT_ECOL3_18,TO BE DETERMINED,Wyoming Basin,TO BE DETERMINED,percent
TOT_ECOL3_17,TO BE DETERMINED,Middle Rockies,TO BE DETERMINED,percent
TOT_ECOL3_16,TO BE DETERMINED,Idaho Batholith,TO BE DETERMINED,percent
TOT_ECOL3_15,TO BE DETERMINED,Columbia Mountains/Northern Rockies,TO BE DETERMINED,percent
TOT_ECOL3_14,TO BE DETERMINED,Mojave Basin and Range,TO BE DETERMINED,percent
TOT_ECOL3_13,TO BE DETERMINED,Central Basin and Range,TO BE DETERMINED,percent
TOT_ECOL3_12,TO BE DETERMINED,Snake River Plain,TO BE DETERMINED,percent
TOT_ECOL3_11,TO BE DETERMINED,Blue Mountains,TO BE DETERMINED,percent
TOT_ECOL3_10,TO BE DETERMINED,Columbia Plateau,TO BE DETERMINED,percent
TOT_ECOL3_1,TO BE DETERMINED,Coast Range,TO BE DETERMINED,percent
TOT_DITCHES92,TO BE DETERMINED,Percent of watershed subjected to ditches for the year 1992,TO BE DETERMINED,percent
TOT_CWD,TO BE DETERMINED,Average number of consecutive days with measurable precipitation. It is also sometimes referred to as average storm duration.,TO BE DETERMINED,days
TOT_CNPY11_BUFF100,TO BE DETERMINED,Tree canopy in 100 meter riparion buffers from NLCD 2006,TO BE DETERMINED,percent
TOT_CLAYAVE,TO BE DETERMINED,Average value of clay content,TO BE DETERMINED,percent
TOT_CLAST_U,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_CLAST_F,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_CLAST_C,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_CDL12_92,TO BE DETERMINED,Aquaculture,TO BE DETERMINED,percent
TOT_CDL12_77,TO BE DETERMINED,Pears,TO BE DETERMINED,percent
TOT_CDL12_76,TO BE DETERMINED,Walnuts,TO BE DETERMINED,percent
TOT_CDL12_75,TO BE DETERMINED,Almonds,TO BE DETERMINED,percent
TOT_CDL12_74,TO BE DETERMINED,Pecans,TO BE DETERMINED,percent
TOT_CDL12_72,TO BE DETERMINED,Citrus,TO BE DETERMINED,percent
TOT_CDL12_71,TO BE DETERMINED,Other Tree Crops,TO BE DETERMINED,percent
TOT_CDL12_70,TO BE DETERMINED,Christmas Trees,TO BE DETERMINED,percent
TOT_CDL12_69,TO BE DETERMINED,Grapes,TO BE DETERMINED,percent
TOT_CDL12_68,TO BE DETERMINED,Apples,TO BE DETERMINED,percent
TOT_CDL12_67,TO BE DETERMINED,Peaches,TO BE DETERMINED,percent
TOT_CDL12_66,TO BE DETERMINED,Cherries,TO BE DETERMINED,percent
TOT_CDL12_61,TO BE DETERMINED,Fallow/Idle Cropland,TO BE DETERMINED,percent
TOT_CDL12_60,TO BE DETERMINED,Switchgrass,TO BE DETERMINED,percent
TOT_CDL12_6,TO BE DETERMINED,Sunflower,TO BE DETERMINED,percent
TOT_CDL12_59,TO BE DETERMINED,Sod/Grass Seed,TO BE DETERMINED,percent
TOT_CDL12_58,TO BE DETERMINED,Clover/Wildflowers,TO BE DETERMINED,percent
TOT_CDL12_57,TO BE DETERMINED,Herbs,TO BE DETERMINED,percent
TOT_CDL12_56,TO BE DETERMINED,Hops,TO BE DETERMINED,percent
TOT_CDL12_55,TO BE DETERMINED,Caneberries,TO BE DETERMINED,percent
TOT_CDL12_54,TO BE DETERMINED,Tomatoes,TO BE DETERMINED,percent
TOT_CDL12_53,TO BE DETERMINED,Peas,TO BE DETERMINED,percent
TOT_CDL12_52,TO BE DETERMINED,Lentils,TO BE DETERMINED,percent
TOT_CDL12_50,TO BE DETERMINED,Cucumbers,TO BE DETERMINED,percent
TOT_CDL12_5,TO BE DETERMINED,Soybeans,TO BE DETERMINED,percent
TOT_CDL12_49,TO BE DETERMINED,Onions,TO BE DETERMINED,percent
TOT_CDL12_48,TO BE DETERMINED,Watermelons,TO BE DETERMINED,percent
TOT_CDL12_47,TO BE DETERMINED,Misc Vegs & Fruits,TO BE DETERMINED,percent
TOT_CDL12_46,TO BE DETERMINED,Sweet Potatoes,TO BE DETERMINED,percent
TOT_CDL12_45,TO BE DETERMINED,Sugarcane,TO BE DETERMINED,percent
TOT_CDL12_44,TO BE DETERMINED,Other Crops,TO BE DETERMINED,percent
TOT_CDL12_43,TO BE DETERMINED,Potatoes,TO BE DETERMINED,percent
TOT_CDL12_42,TO BE DETERMINED,Dry Beans,TO BE DETERMINED,percent
TOT_CDL12_41,TO BE DETERMINED,Sugarbeets,TO BE DETERMINED,percent
TOT_CDL12_4,TO BE DETERMINED,Sorghum,TO BE DETERMINED,percent
TOT_CDL12_38,TO BE DETERMINED,Camelina,TO BE DETERMINED,percent
TOT_CDL12_37,TO BE DETERMINED,Other Hay/Non Alfalfa,TO BE DETERMINED,percent
TOT_CDL12_36,TO BE DETERMINED,Alfalfa,TO BE DETERMINED,percent
TOT_CDL12_35,TO BE DETERMINED,Mustard,TO BE DETERMINED,percent
TOT_CDL12_34,TO BE DETERMINED,Rape Seed,TO BE DETERMINED,percent
TOT_CDL12_33,TO BE DETERMINED,Safflower,TO BE DETERMINED,percent
TOT_CDL12_32,TO BE DETERMINED,Flaxseed,TO BE DETERMINED,percent
TOT_CDL12_31,TO BE DETERMINED,Canola,TO BE DETERMINED,percent
TOT_CDL12_30,TO BE DETERMINED,Speltz,TO BE DETERMINED,percent
TOT_CDL12_3,TO BE DETERMINED,Rice,TO BE DETERMINED,percent
TOT_CDL12_29,TO BE DETERMINED,Millet,TO BE DETERMINED,percent
TOT_CDL12_28,TO BE DETERMINED,Oats,TO BE DETERMINED,percent
TOT_CDL12_27,TO BE DETERMINED,Rye,TO BE DETERMINED,percent
TOT_CDL12_26,TO BE DETERMINED,Dbl Crop WinWht/Soybeans,TO BE DETERMINED,percent
TOT_CDL12_254,TO BE DETERMINED,Dbl Crop Barley/Soybeans,TO BE DETERMINED,percent
TOT_CDL12_250,TO BE DETERMINED,Cranberries,TO BE DETERMINED,percent
TOT_CDL12_25,TO BE DETERMINED,Other Small Grains,TO BE DETERMINED,percent
TOT_CDL12_249,TO BE DETERMINED,Gourds,TO BE DETERMINED,percent
TOT_CDL12_248,TO BE DETERMINED,Eggplants,TO BE DETERMINED,percent
TOT_CDL12_247,TO BE DETERMINED,Turnips,TO BE DETERMINED,percent
TOT_CDL12_246,TO BE DETERMINED,Radishes,TO BE DETERMINED,percent
TOT_CDL12_245,TO BE DETERMINED,Celery,TO BE DETERMINED,percent
TOT_CDL12_244,TO BE DETERMINED,Cauliflower,TO BE DETERMINED,percent
TOT_CDL12_243,TO BE DETERMINED,Cabbage,TO BE DETERMINED,percent
TOT_CDL12_242,TO BE DETERMINED,Blueberries,TO BE DETERMINED,percent
TOT_CDL12_241,TO BE DETERMINED,Dbl Crop Corn/Soybeans,TO BE DETERMINED,percent
TOT_CDL12_240,TO BE DETERMINED,Dbl Crop Soybeans/Oats,TO BE DETERMINED,percent
TOT_CDL12_24,TO BE DETERMINED,Winter Wheat,TO BE DETERMINED,percent
TOT_CDL12_239,TO BE DETERMINED,Dbl Crop Soybeans/Cotton,TO BE DETERMINED,percent
TOT_CDL12_238,TO BE DETERMINED,Dbl Crop WinWht/Cotton,TO BE DETERMINED,percent
TOT_CDL12_237,TO BE DETERMINED,Dbl Crop Barley/Corn,TO BE DETERMINED,percent
TOT_CDL12_236,TO BE DETERMINED,Dbl Crop WinWht/Sorghum,TO BE DETERMINED,percent
TOT_CDL12_235,TO BE DETERMINED,Dbl Crop Barley/Sorghum,TO BE DETERMINED,percent
TOT_CDL12_23,TO BE DETERMINED,Spring Wheat,TO BE DETERMINED,percent
TOT_CDL12_223,TO BE DETERMINED,Apricots,TO BE DETERMINED,percent
TOT_CDL12_222,TO BE DETERMINED,Squash,TO BE DETERMINED,percent
TOT_CDL12_221,TO BE DETERMINED,Strawberries,TO BE DETERMINED,percent
TOT_CDL12_220,TO BE DETERMINED,Plums,TO BE DETERMINED,percent
TOT_CDL12_22,TO BE DETERMINED,Durum Wheat,TO BE DETERMINED,percent
TOT_CDL12_219,TO BE DETERMINED,Greens,TO BE DETERMINED,percent
TOT_CDL12_218,TO BE DETERMINED,Nectarines,TO BE DETERMINED,percent
TOT_CDL12_217,TO BE DETERMINED,Pomegranates,TO BE DETERMINED,percent
TOT_CDL12_216,TO BE DETERMINED,Peppers,TO BE DETERMINED,percent
TOT_CDL12_214,TO BE DETERMINED,Broccoli,TO BE DETERMINED,percent
TOT_CDL12_213,TO BE DETERMINED,Honeydew Melons,TO BE DETERMINED,percent
TOT_CDL12_212,TO BE DETERMINED,Oranges,TO BE DETERMINED,percent
TOT_CDL12_211,TO BE DETERMINED,Olives,TO BE DETERMINED,percent
TOT_CDL12_210,TO BE DETERMINED,Prunes,TO BE DETERMINED,percent
TOT_CDL12_21,TO BE DETERMINED,Barley,TO BE DETERMINED,percent
TOT_CDL12_209,TO BE DETERMINED,Cantaloupes,TO BE DETERMINED,percent
TOT_CDL12_208,TO BE DETERMINED,Garlic,TO BE DETERMINED,percent
TOT_CDL12_207,TO BE DETERMINED,Asparagus,TO BE DETERMINED,percent
TOT_CDL12_206,TO BE DETERMINED,Carrots,TO BE DETERMINED,percent
TOT_CDL12_205,TO BE DETERMINED,Triticale,TO BE DETERMINED,percent
TOT_CDL12_204,TO BE DETERMINED,Pistachios,TO BE DETERMINED,percent
TOT_CDL12_2,TO BE DETERMINED,Cotton,TO BE DETERMINED,percent
TOT_CDL12_195,TO BE DETERMINED,Herbaceous Wetlands,TO BE DETERMINED,percent
TOT_CDL12_190,TO BE DETERMINED,Woody Wetlands,TO BE DETERMINED,percent
TOT_CDL12_176,TO BE DETERMINED,Grass/Pasture,TO BE DETERMINED,percent
TOT_CDL12_152,TO BE DETERMINED,Shrubland,TO BE DETERMINED,percent
TOT_CDL12_143,TO BE DETERMINED,Mixed Forest,TO BE DETERMINED,percent
TOT_CDL12_142,TO BE DETERMINED,Evergreen Forest,TO BE DETERMINED,percent
TOT_CDL12_141,TO BE DETERMINED,Deciduous Forest,TO BE DETERMINED,percent
TOT_CDL12_14,TO BE DETERMINED,Mint,TO BE DETERMINED,percent
TOT_CDL12_131,TO BE DETERMINED,Barren,TO BE DETERMINED,percent
TOT_CDL12_13,TO BE DETERMINED,Pop or Orn Corn,TO BE DETERMINED,percent
TOT_CDL12_124,TO BE DETERMINED,Developed/High Intensity,TO BE DETERMINED,percent
TOT_CDL12_123,TO BE DETERMINED,Developed/Med Intensity,TO BE DETERMINED,percent
TOT_CDL12_122,TO BE DETERMINED,Developed/Low Intensity,TO BE DETERMINED,percent
TOT_CDL12_121,TO BE DETERMINED,Developed/Open Space,TO BE DETERMINED,percent
TOT_CDL12_12,TO BE DETERMINED,Sweet Corn,TO BE DETERMINED,percent
TOT_CDL12_112,TO BE DETERMINED,Perennial Ice/Snow,TO BE DETERMINED,percent
TOT_CDL12_111,TO BE DETERMINED,Open Water,TO BE DETERMINED,percent
TOT_CDL12_11,TO BE DETERMINED,Tobacco,TO BE DETERMINED,percent
TOT_CDL12_10,TO BE DETERMINED,Peanuts,TO BE DETERMINED,percent
TOT_CDL12_1,TO BE DETERMINED,Corn,TO BE DETERMINED,percent
TOT_CDL12_0,TO BE DETERMINED,No Data,TO BE DETERMINED,percent
TOT_CARB,TO BE DETERMINED,NA,TO BE DETERMINED,NA
TOT_BUSHREED_9,TO BE DETERMINED,anorthositic,TO BE DETERMINED,percent
TOT_BUSHREED_8,TO BE DETERMINED,water,TO BE DETERMINED,percent
TOT_BUSHREED_6,TO BE DETERMINED,volcanic,TO BE DETERMINED,percent
TOT_BUSHREED_5,TO BE DETERMINED,sedimentary,TO BE DETERMINED,percent
TOT_BUSHREED_4,TO BE DETERMINED,quarternary,TO BE DETERMINED,percent
TOT_BUSHREED_3,TO BE DETERMINED,ultramafic,TO BE DETERMINED,percent
TOT_BUSHREED_2,TO BE DETERMINED,granitic,TO BE DETERMINED,percent
TOT_BUSHREED_10,TO BE DETERMINED,intermediate,TO BE DETERMINED,percent
TOT_BUSHREED_1,TO BE DETERMINED,gneiss,TO BE DETERMINED,percent
TOT_BEDPERM_7,TO BE DETERMINED,Carbonate rock,TO BE DETERMINED,percent
TOT_BEDPERM_6,TO BE DETERMINED,Unconsolidated sand and gravel,TO BE DETERMINED,percent
TOT_BEDPERM_5,TO BE DETERMINED,Sandstone and carbonate rocks,TO BE DETERMINED,percent
TOT_BEDPERM_4,TO BE DETERMINED,Basalt and other volcanic rocks,TO BE DETERMINED,percent
TOT_BEDPERM_3,TO BE DETERMINED,Semi consolidated sand,TO BE DETERMINED,percent
TOT_BEDPERM_2,TO BE DETERMINED,Sandstone,TO BE DETERMINED,percent
TOT_BEDPERM_1,TO BE DETERMINED,Not a principal aquifer ,TO BE DETERMINED,percent
TOT_BDAVE,TO BE DETERMINED,Average value of bulk density,TO BE DETERMINED,grams per cubic centimeter
TOT_BASIN_SLOPE,TO BE DETERMINED,NHDPlus Version 2 percent slope,TO BE DETERMINED,percent
TOT_BASIN_AREA,TO BE DETERMINED,NHDPlus Version 2 basin area,TO BE DETERMINED,km2
TOT_AWCAVE,TO BE DETERMINED,Average value for the range of available water capacity for the soil layer or horizon,TO BE DETERMINED,inches of water per inches of soil depth
TOT_AREA_SQKM,TO BE DETERMINED,NA,TO BE DETERMINED,NA
